TAS Agency,TAS Major Program,TAS Sub Program,Department ID,Department Name,Contracting Agency ID,Contracting Agency Name,Contracting Office ID,Contracting Office Name,Contracting Office Region,PIID,Modification Number,Transaction Number,Referenced IDV PIID,Date Signed,Effective Date,Completion Date,Est. Ultimate Completion Date,Last Date to Order,Funding Agency ID,Funding Agency Name,Funding Office ID,Funding Office Name,Product or Service Code,Product or Service Description,NAICS Code,NAICS Description,Description of Requirement,Principal Place of Performance County Name,Principal Place of Performance Location Name,Principal Place of Performance State Code,Congressional District - Place of Performance,Principal Place of Performance Zip Code,Principal Place of Performance Country Name,Country of Origin,Extent Competed,Reason Not Competed,Solicitation Procedures,Type of Set Aside,Statutory Exceptions to Fair Opportunity,Type Of Contract Pricing,Award Type,Reason For Modification,DUNS Number,Vendor Name,Vendor Address Line 1,Vendor Address Line 2,Vendor Address City,Vendor Address State Name,Vendor Address Zip Code,Vendor Address Country Name,Vendor Congressional District,Is Vendor Business Type - 8(a) Firm,Is Vendor Business Type - 8a Joint Venture,Is Vendor Business Type - HUBZone Firm,Is Vendor Business Type - SDB Concern,Is Vendor Business Type - Self-Certifed Small Disadvantaged Business,Is Vendor Business Type - Veteran Owned,Is Vendor Business Type - Service Disabled Vet,Is Vendor Business Type - Women Owned,Is Vendor Business Type - Minority Owned Business,Is Vendor Business Type - Asian Indian,Is Vendor Business Type - Asian Pacific,Is Vendor Business Type - Black Owned,Is Vendor Business Type - Hispanic Owned,Is Vendor Business Type - Native American,Is Vendor Business Type - Other Minority Owned,Is Vendor Business Type - Alaskan Native Owned Corporation or Firm,Is Vendor Business Type - American Indian,Is Vendor Business Type - Indian Tribe,Is Vendor Business Type - Native Hawaiian Owned Organization or Firm,Is Vendor Business Type - Tribally Owned,Is Vendor Business Type - Emerging Small Business,Contracting Officer's Business Size Determination,Number Of Offers Received,Number of Actions,Action Obligation,Base and Exercised Options Value,Base and All Options Value
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0007137,0,0,,07/26/2016,07/26/2016,07/26/2016,07/26/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7030,INFORMATION TECHNOLOGY SOFTWARE,334112,COMPUTER STORAGE DEVICE MANUFACTURING,7 TABLEAU DEKSTOP  PROFESSIONAL LICENSES WITH 1 YEAR OF MAINTENANCE AND 10 TABLEAU SEVER  WEB CLIENT  INTERACTOR WITH 1 YEAR OF MAINTENANCE,DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,078308882,INTELLIPEAK SOLUTIONS INC,7600 DOWNSTREAM CT,,FREDERICKSBURG,VIRGINIA,224088806,UNITED STATES,07,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,3,"$23,777.07","$23,777.07","$23,777.07"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0007313,0,0,,08/02/2016,08/02/2016,08/02/2016,08/02/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7045,INFORMATION TECHNOLOGY SUPPLIES,332510,HARDWARE MANUFACTURING,HUMANSCALE PARA/FLEX 2  8 MONITOR ARM,DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,859782419,A & T MARKETING INC.,9861 BROKEN LAND PKWY STE 154,,COLUMBIA,MARYLAND,210463027,UNITED STATES,03,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,3,"$8,246.30","$8,246.30","$8,246.30"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0007768,0,0,,08/19/2016,08/19/2016,08/19/2016,08/19/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7045,INFORMATION TECHNOLOGY SUPPLIES,334111,ELECTRONIC COMPUTER MANUFACTURING,QUANTITY (21):  APC SMART UPS 1500VA LCD UPS POWER SUPPLY,DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,026157235,CDW GOVERNMENT LLC,230 N MILWAUKEE AVE,,VERNON HILLS,ILLINOIS,600614304,UNITED STATES,10,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,3,"$7,350.00","$7,350.00","$7,350.00"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0007992,0,0,,08/26/2016,08/26/2016,08/26/2016,08/26/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7021,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)",334111,ELECTRONIC COMPUTER MANUFACTURING,"DBAS CURRENT WORKSTATION IS PAST END OF LIFE, REQUIRING A HIGHER END, MORE POWERFUL, WORKSTATION DUE TO DEVELOPMENT VIRTUALIZED DATABASE SERVERS RUNNING AT ONE TIME.",DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,938836541,STERLING COMPUTERS CORPORATION,600 STEVENS PORT DR STE 200,,DAKOTA DUNES,SOUTH DAKOTA,570495149,UNITED STATES,00,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,3,"$7,469.92","$7,469.92","$7,469.92"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008002,0,0,,08/26/2016,08/26/2016,08/26/2016,08/26/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7030,INFORMATION TECHNOLOGY SOFTWARE,334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,"BLACK LIGHT SOFTWARE, QUANTITY 1.",DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,623775132,"TEEL, INC.",16 KNIGHT ST STE 7,,NORWALK,CONNECTICUT,068514725,UNITED STATES,04,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,3,"$2,200.00","$2,200.00","$2,200.00"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008070,0,0,,08/29/2016,08/29/2016,08/29/2016,08/29/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,5820,"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, EXCEPT AIRBORNE",334118,COMPUTER TERMINAL AND OTHER COMPUTER PERIPHERAL EQUIPMENT MANUFACTURING,LG 55LV35A5B 55 INCH LED WIDESCREEN DISPLAY,DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,014746866,"ATACOM, INC.",43921 BOSCELL RD,,FREMONT,CALIFORNIA,945385139,UNITED STATES,17,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,3,"$5,461.98","$5,461.98","$5,461.98"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008112,0,0,,08/30/2016,08/30/2016,08/30/2016,08/30/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7110,OFFICE FURNITURE,424120,STATIONERY AND OFFICE SUPPLIES MERCHANT WHOLESALERS,"5 GUEST CHAIRS WITH TABLE ATTACHED FOR A WRITING SURFACE
1 SOFA WITH 2 TABLES ATTACHED FOR WRITING SURFACES
1 ADJUSTABLE HEIGHT COFFEE TABLE WITH 4 OTTOMANS",DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,042447644,"STAPLES CONTRACT & COMMERCIAL, INC.",500 STAPLES DR,,FRAMINGHAM,MASSACHUSETTS,017024478,UNITED STATES,05,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,3,"$4,360.93","$4,360.93","$4,360.93"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008143,0,0,,08/30/2016,08/30/2016,08/30/2016,08/30/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7021,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)",334111,ELECTRONIC COMPUTER MANUFACTURING,SYSTEM MEMORY COMPATIBLE WITH A DELL POWEREDGE R730 SERVER. RAM MODULES WILL BE DISTRIBUTED ACROSS MULTIPLE IC3NET SERVERS AS NEEDED.,DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,026157235,CDW GOVERNMENT LLC,230 N MILWAUKEE AVE,,VERNON HILLS,ILLINOIS,600614304,UNITED STATES,10,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,3,"$10,896.00","$10,896.00","$10,896.00"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008243,0,0,,09/02/2016,09/02/2016,09/02/2016,09/02/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7320,KITCHEN EQUIPMENT AND APPLIANCES,334416,"CAPACITOR, RESISTOR, COIL, TRANSFORMER, AND OTHER INDUCTOR MANUFACTURING",4 2.2 CU. FT.  1200W COUNTERTOP MICROWAVE,DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,785091062,COMPONENT SOURCING GROUP,"25255 CABOT ROAD, SUITE 208",,LAGUNA HILLS,CALIFORNIA,926535508,UNITED STATES,45,YES,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,3,$655.64,$655.64,$655.64
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008300,0,0,,09/06/2016,09/06/2016,09/06/2016,09/06/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7035,INFORMATION TECHNOLOGY SUPPORT EQUIPMENT,334111,ELECTRONIC COMPUTER MANUFACTURING,"LAPTOP: APPLE MACBOOK PRO 13"" 2.9G 8GB 512GB; PART# MF841LL/A",DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,121701957,BLUE TECH INC.,4025 HANCOCK ST. STE. 100,,SAN DIEGO,CALIFORNIA,921105167,UNITED STATES,52,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,3,"$8,275.30","$8,275.30","$8,275.30"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008308,0,0,,09/06/2016,09/06/2016,09/06/2016,09/06/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7021,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)",334111,ELECTRONIC COMPUTER MANUFACTURING,SYSTEM MEMORY COMPATIBLE WITH A DELL OPTIPLEX 9020 SFF WORKSTATION.  RAM MODULES WILL BE DISTRIBUTED EVENLY ACROSS ALL IC3NET WORKSTATIONS.,DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,NOT COMPETED,UNIQUE SOURCE ,ONLY ONE SOURCE,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,026157235,CDW GOVERNMENT LLC,230 N MILWAUKEE AVE,,VERNON HILLS,ILLINOIS,600614304,UNITED STATES,10,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"$4,150.00","$4,150.00","$4,150.00"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008353,0,0,,09/07/2016,09/07/2016,09/07/2016,09/10/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,U009,EDUCATION/TRAINING- GENERAL,611310,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",TRAINING CLASSIGF::CL::IGF,DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,NOT COMPETED,UNIQUE SOURCE ,ONLY ONE SOURCE,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,111476313,"ESCAL INSTITUTE OF ADVANCED TECHNOLOGIES, INC., THE",8120 WOODMONT AVE STE 310,,BETHESDA,MARYLAND,208142743,UNITED STATES,08,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"$5,544.00","$5,544.00","$5,544.00"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008387,0,0,,09/08/2016,09/08/2016,09/08/2016,09/08/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7021,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)",334111,ELECTRONIC COMPUTER MANUFACTURING,"THE DBA USES HIS WORKSTATION TO HOST SEVERAL VIRTUAL MACHINES TO TEST VARIOUS SERVER CONFIGURATIONS AND FOR DEVELOPMENT ACTIVITIES. BECAUSE OF THE NUMBER OF VIRTUAL MACHINES AND THE NEED FOR BACKUPS, THE CURRENT HARD DRIVES ARE AT CAPACITY.",DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,026157235,CDW GOVERNMENT LLC,230 N MILWAUKEE AVE,,VERNON HILLS,ILLINOIS,600614304,UNITED STATES,10,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,3,$206.00,$206.00,$206.00
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008408,0,0,,09/09/2016,09/09/2016,09/09/2016,09/09/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7021,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)",334111,ELECTRONIC COMPUTER MANUFACTURING,MOVING KEY DATABASE FILES ONTO SOLID STATE DRIVES (SSDS) WILL PROVIDE THE MAXIMUM AMOUNT OF DISK I/O AND MUCH BETTER SUPPORT ALL CURRENT AND PLANNED IC3 APPLICATIONS REQUIRING DATABASE ACCESS.,DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,026157235,CDW GOVERNMENT LLC,230 N MILWAUKEE AVE,,VERNON HILLS,ILLINOIS,600614304,UNITED STATES,10,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,3,"$8,840.00","$8,840.00","$8,840.00"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008446,0,0,,09/12/2016,09/12/2016,09/12/2016,09/12/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7025,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,334111,ELECTRONIC COMPUTER MANUFACTURING,HYUNDAI 24INCH IMAGE QUEST MONITORS WITH BUILTIN SPEAKERS. THIN MONITORS CAPABLE OF BEING MOUNTED ON DESK ARMS.,DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,618563720,"INTELLIGENT DECISIONS, INC.",21445 BEAUMEADE CIR,,ASHBURN,VIRGINIA,201476036,UNITED STATES,10,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"$9,331.80","$9,331.80","$9,331.80"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008453,0,0,,09/12/2016,09/12/2016,09/12/2016,09/12/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7021,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)",334111,ELECTRONIC COMPUTER MANUFACTURING,BELKIN ADVANCED SECURE DVII KVM SWITCH  KVM / AUDIO  SWITCH  4 PORTS  DE,DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,026157235,CDW GOVERNMENT LLC,230 N MILWAUKEE AVE,,VERNON HILLS,ILLINOIS,600614304,UNITED STATES,10,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,3,"$14,820.00","$14,820.00","$14,820.00"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008523,0,0,,09/13/2016,09/13/2016,09/13/2016,09/13/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7050,INFORMATION TECHNOLOGY COMPONENTS,334111,ELECTRONIC COMPUTER MANUFACTURING,"USB BASED STORAGE CAPABLE OF TRANSPARENT ENCRYPTION OF STORED DATA. STORAGE MUST ALSO BE CAPABLE OF BEING USED WITHOUT A CENTRAL MANAGEMENT SERVER. ADDITIONALLY, THE CAPACITY OF THE USB STORAGE MUST BE 8 GB OR GREATER.",DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,026157235,CDW GOVERNMENT LLC,230 N MILWAUKEE AVE,,VERNON HILLS,ILLINOIS,600614304,UNITED STATES,10,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"$1,977.60","$1,977.60","$1,977.60"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008637,0,0,,09/15/2016,09/15/2016,09/15/2016,09/15/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7025,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,334111,ELECTRONIC COMPUTER MANUFACTURING,"5 DROBO 5D DISKLESS STORAGE ARRAYS
10 DELL ULTRA SHARP MONITORS
10 INTEL NUCS
25 HARD DRIVES",DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,026157235,CDW GOVERNMENT LLC,230 N MILWAUKEE AVE,,VERNON HILLS,ILLINOIS,600614304,UNITED STATES,10,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,3,"$23,625.00","$23,625.00","$23,625.00"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008691,0,0,,09/16/2016,09/16/2016,09/16/2016,09/16/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7025,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,334111,ELECTRONIC COMPUTER MANUFACTURING,"1 LG 55LW540S 55"" LED DISPLAY",DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,026157235,CDW GOVERNMENT LLC,230 N MILWAUKEE AVE,,VERNON HILLS,ILLINOIS,600614304,UNITED STATES,10,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,$875.00,$875.00,$875.00
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008717,0,0,,09/16/2016,09/16/2016,09/16/2016,09/16/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7021,"INFORMATION TECHNOLOGY CENTRAL PROCESSING UNIT (CPU, COMPUTER, DIGITAL)",334111,ELECTRONIC COMPUTER MANUFACTURING,"2.5 SAS HOTPLUG HARD DRIVES WITH CADDY COMPATIBLE WITH DELL POWEREDGE R730 SERVER.
12GBPS SAS EXTERNAL CABLE WITH MINI SAS HD CONNECTORS ON EACH END OF SUFFICIENT LENGTH TO BE USED WITH A CABLE MANAGEMENT ARM ON A RACKMOUNTED SERVER.",DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,938836541,STERLING COMPUTERS CORPORATION,600 STEVENS PORT DR STE 200,,DAKOTA DUNES,SOUTH DAKOTA,570495149,UNITED STATES,00,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,3,"$4,859.42","$4,859.42","$4,859.42"
15,0200,000,1500,"JUSTICE, DEPARTMENT OF",1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,NO REGION IDENTIFIED,DJF161600P0008766,0,0,,09/19/2016,09/19/2016,09/19/2016,09/19/2016,,1549,FEDERAL BUREAU OF INVESTIGATION,15F071,DIVISION 1600,7025,INFORMATION TECHNOLOGY INPUT/OUTPUT AND STORAGE DEVICES,334290,OTHER COMMUNICATIONS EQUIPMENT MANUFACTURING,"6 ANDROID VERSION HEADSETS
2 APPLE VERSION HEADSETS
8 CABLE REPLACEMENTS",DISTRICT OF COLUMBIA,WASHINGTON,DC,00,200010001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,002579431,BOSE CORPORATION,100 THE MOUNTAIN,,FRAMINGHAM,MASSACHUSETTS,017018833,UNITED STATES,05,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,3,3,"$1,840.00","$1,840.00","$1,840.00"
