TAS Agency,TAS Major Program,TAS Sub Program,Department ID,Department Name,Contracting Agency ID,Contracting Agency Name,Contracting Office ID,Contracting Office Name,Contracting Office Region,PIID,Modification Number,Transaction Number,Referenced IDV PIID,Date Signed,Effective Date,Completion Date,Est. Ultimate Completion Date,Last Date to Order,Funding Agency ID,Funding Agency Name,Funding Office ID,Funding Office Name,Product or Service Code,Product or Service Description,NAICS Code,NAICS Description,Description of Requirement,Principal Place of Performance County Name,Principal Place of Performance Location Name,Principal Place of Performance State Code,Congressional District - Place of Performance,Principal Place of Performance Zip Code,Principal Place of Performance Country Name,Country of Origin,Extent Competed,Reason Not Competed,Solicitation Procedures,Type of Set Aside,Statutory Exceptions to Fair Opportunity,Type Of Contract Pricing,Award Type,Reason For Modification,DUNS Number,Vendor Name,Vendor Address Line 1,Vendor Address Line 2,Vendor Address City,Vendor Address State Name,Vendor Address Zip Code,Vendor Address Country Name,Vendor Congressional District,Is Vendor Business Type - 8(a) Firm,Is Vendor Business Type - 8a Joint Venture,Is Vendor Business Type - HUBZone Firm,Is Vendor Business Type - SDB Concern,Is Vendor Business Type - Self-Certifed Small Disadvantaged Business,Is Vendor Business Type - Veteran Owned,Is Vendor Business Type - Service Disabled Vet,Is Vendor Business Type - Women Owned,Is Vendor Business Type - Minority Owned Business,Is Vendor Business Type - Asian Indian,Is Vendor Business Type - Asian Pacific,Is Vendor Business Type - Black Owned,Is Vendor Business Type - Hispanic Owned,Is Vendor Business Type - Native American,Is Vendor Business Type - Other Minority Owned,Is Vendor Business Type - Alaskan Native Owned Corporation or Firm,Is Vendor Business Type - American Indian,Is Vendor Business Type - Indian Tribe,Is Vendor Business Type - Native Hawaiian Owned Organization or Firm,Is Vendor Business Type - Tribally Owned,Is Vendor Business Type - Emerging Small Business,Contracting Officer's Business Size Determination,Number Of Offers Received,Number of Actions,Action Obligation,Base and Exercised Options Value,Base and All Options Value
12,1102,,1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,531A,DANIEL BOONE NATIONAL FOREST,08,AG4419D100040,1,0,AG4419C100065,10/23/2012,10/23/2012,10/23/2012,10/23/2012,,12C2,FOREST SERVICE,531A,DANIEL BOONE NATIONAL FOREST,5610,"MINERAL CONSTRUCTION MATERIALS, BULK",212312,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"TAS::12 1102::TAS, RECOVERY, CIM-0802-37R, FURNISH HAUL AND SPREAD AGGREGATE ON FS ROADS, MENIFEE, BATH, ESTILL, ROWAN, POWELL, WOLFE, COUNTIES, KENTUCKY, DANIEL BOONE NF",MENIFEE,DENNISTON,KY,05,403160001,UNITED STATES,,COMPETED UNDER SAP,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO SET ASIDE USED.,FAIR OPPORTUNITY GIVEN,FIRM FIXED PRICE,DELIVERY ORDER,CLOSE OUT,036508489,"ROCK GROUP LLC, THE",374 NORTH MIDDLETOWN RD,,PARIS,KENTUCKY,403611812,UNITED STATES,06,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,2,1,"-$1,922.47","-$1,922.47","-$1,922.47"
12,1102,,1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,531A,DANIEL BOONE NATIONAL FOREST,08,AG4419D100041,1,0,AG4419C100061,10/23/2012,10/23/2012,10/23/2012,10/23/2012,,12C2,FOREST SERVICE,531A,DANIEL BOONE NATIONAL FOREST,5610,"MINERAL CONSTRUCTION MATERIALS, BULK",212312,CRUSHED AND BROKEN LIMESTONE MINING AND QUARRYING,"TAS::12 1102::TAS, RECOVERY, CIM-0802-37R,  FURNISH HAUL AND SPREAD AGGREGATE ON FOREST SERVICE ROADS, DANIEL BOONE NF, WHITLEY, MCCREARY, PULASKI COUNTIES, KENTUCKY,",PULASKI,SOMERSET,KY,05,425010001,UNITED STATES,,FULL AND OPEN COMPETITION,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO SET ASIDE USED.,FAIR OPPORTUNITY GIVEN,FIRM FIXED PRICE,DELIVERY ORDER,CLOSE OUT,074706896,HINKLE CONTRACTING CORPORATION,395 N MIDDLETOWN RD,,PARIS,KENTUCKY,403612138,UNITED STATES,06,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,2,1,"-$1,598.72","-$1,598.72","-$1,598.72"
12,1102,,1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,0261,BOISE NATIONAL FOREST,04,AG82B1D100163,1,0,AG82X9B080010,10/30/2012,10/30/2012,10/30/2012,10/30/2012,,12C2,FOREST SERVICE,9360,HUMBOLDT-TOIYABE NATIONAL FOREST,5410,PREFABRICATED AND PORTABLE BUILDINGS,321992,PREFABRICATED WOOD BUILDING MANUFACTURING,TAS::12 1102:: TAS 2010 RECEOVERY FUNDS--CIM-0417-36F ARRA H-T RESTROOM FACILITY BLDG REPLACEMENTS,WASHOE,SPARKS,NV,02,894311292,UNITED STATES,UNITED STATES,NOT COMPETED,FOLLOW-ON CONTRACT ,ONLY ONE SOURCE,NO SET ASIDE USED.,,FIRM FIXED PRICE,BPA CALL,CLOSE OUT,157004896,C X T INCORPORATED,2420 N SULLIVAN RD,,SPOKANE,WASHINGTON,992161800,UNITED STATES,05,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,0,1,-$0.36,-$0.36,"$250,209.16"
12,1102,,1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,03R6,"R1, LOLO NATIONAL FOREST",01,AG82B1D100200,3,0,AG0343C100001,10/17/2012,10/17/2012,08/01/2012,08/01/2012,,12C2,FOREST SERVICE,03R6,"R1, LOLO NATIONAL FOREST",C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541380,TESTING LABORATORIES,TAS::12 1102::TAS - RECOVERY - GRAVEL CRUSHING AND PLACEMENT SUPPORT SERVICES,MISSOULA,MISSOULA,MT,00,598081646,UNITED STATES,,FULL AND OPEN COMPETITION,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO SET ASIDE USED.,ONLY ONE SOURCE - OTHER ,FIRM FIXED PRICE,DELIVERY ORDER,CLOSE OUT,831697169,"HOLMAN CONSULTING ENGINEERS, P.C.",2614 MURPHY ST,,MISSOULA,MONTANA,598081646,UNITED STATES,00,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,-$46.00,-$46.00,-$46.00
12,1102,,1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,91T5,ANGELES NATIONAL FOREST,05,AG9702C100324,5,0,,10/03/2012,10/03/2012,12/31/2012,12/31/2012,,12C2,FOREST SERVICE,9702,EROC SOUTHWEST,H999,OTHER QC/TEST/INSPECT- MISCELLANEOUS,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",TAS::12 1102::TAS CONTRACT ADMINISTRATION AND CONSTRUCTION INSPECTION SERVICES FOR VARIOUS ARRA FUNDED CONSTRUCTION CONTRACTS IN THE ANGELES NATIONAL FOREST.,LOS ANGELES,ARCADIA,CA,26,910066416,UNITED STATES,UNITED STATES,NOT AVAILABLE FOR COMPETITION,AUTHORIZED BY STATUTE,ONLY ONE SOURCE,8(A) SOLE SOURCE ,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,OTHER ADMINISTRATIVE ACTION,145090796,NORTHSTAR TECHNOLOGY CORP,32 MAUCHLY STE C,,IRVINE,CALIFORNIA,926182210,UNITED STATES,48,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,$0.00,$0.00,$0.00
12,1102,,1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,67T0,BLACK HILLS NATIONAL FOREST,02,AG82B1C100306,10,0,,04/11/2013,04/11/2013,05/01/2013,05/01/2013,,12C2,FOREST SERVICE,8538,BIGHORN NATIONAL FOREST,Y299,CONTRUCT/ALL OTHER NON-BLDG FACS,237990,OTHER HEAVY AND CIVIL ENGINEERING CONSTRUCTION,"OTHER FUNCTIONS -
HUNTER CAMPGROUND CONSTRUCTION - BIGHORN NF",SHERIDAN,SHERIDAN,WY,00,828019638,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION,,SEALED BID,NO SET ASIDE USED.,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,OTHER ADMINISTRATIVE ACTION,152062485,MATRIARCH CONSTRUCTION INC,1260 OLD HIGHWAY 10 W,,LAUREL,MONTANA,590442625,UNITED STATES,00,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,OTHER THAN SMALL BUSINESS,7,1,$0.00,$0.00,$0.00
12,1102,,1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,84N8,REGION 4 UTAH ACQUISITION SUPPORT CENTER,04,AG82B1C100243,5,,,10/09/2012,10/09/2012,,,10/29/2012,12C2,FOREST SERVICE,84N8,REGION 4 UTAH ACQUISITION SUPPORT CENTER,F099,NATURAL RESOURCES/CONSERVATION- OTHER,541330,ENGINEERING SERVICES,TAS::12 1102::TAS 2010 RECOVERY FUNDS--ARRA STAND EXAMS FOR FUELS AND VSS - INITIATED BY KEVIN GREENHALGH,,,,,,,N/A,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,NEGOTIATED PROPOSAL/QUOTE,SMALL BUSINESS SET ASIDE - TOTAL,,FIRM FIXED PRICE,IDC,CLOSE OUT,879026615,SOUTHWEST RESEARCH,2941 REDHILL RD,,JUNCTION CITY,CALIFORNIA,960480023,UNITED STATES,02,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,"-$5,733.00",$0.00,"-$5,733.00"
12,1102,,1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,82B1,EROC INTERMOUNTAIN,WO,AG82B1C100246,6,0,,02/15/2013,02/15/2013,02/15/2013,02/15/2013,,12C2,FOREST SERVICE,82B1,EROC INTERMOUNTAIN,Z222,MAINT-REP-ALT/HWYS-RDS-STS-BRDGS-RA,237310,"HIGHWAY, STREET, AND BRIDGE CONSTRUCTION",TAS::12 1102::TAS RECOVERY FUNDS LAKEVIEW REEDER NEW CONSTRUCTION&RECONSTRUCTION - ROAD 308 RELOCATION PER THE REQUIREMENTS OF SOLICITATION AG-82B1-S-10-0255,BONNER,PRIEST RIVER,ID,01,838565066,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION,,SEALED BID,NO SET ASIDE USED.,,FIRM FIXED PRICE,DEFINITIVE CONTRACT,CLOSE OUT,055971378,"LIPPERT HEAVY EQUIPMENT, INC.",181 SUNNYSIDE CUT OFF RD,,SANDPOINT,IDAHO,838646476,UNITED STATES,01,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,SMALL BUSINESS,4,1,"-$97,961.64","-$97,961.64","-$97,961.64"
12,1102,,1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,03R6,"R1, LOLO NATIONAL FOREST",01,AG82B1C100149,2,,,10/16/2012,10/16/2012,,,04/13/2010,12C2,FOREST SERVICE,03R6,"R1, LOLO NATIONAL FOREST",F099,NATURAL RESOURCES/CONSERVATION- OTHER,115310,SUPPORT ACTIVITIES FOR FORESTRY,"OTHER FUNCTION - TAS::12 1102::TAS MULE PACKING SERVICES, LOLO NF",,,,,,,N/A,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,SMALL BUSINESS SET ASIDE - TOTAL,,FIRM FIXED PRICE,IDC,TERMINATE FOR CONVENIENCE (COMPLETE OR PARTIAL),110411985,"WOODSIDE, RAYMOND R",31085 BYOH LN,,POTOMAC,MONTANA,598239609,UNITED STATES,00,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,10,1,"-$9,339.90",$0.00,"-$9,339.90"
12,1103,,1200,"AGRICULTURE, DEPARTMENT OF",12C2,FOREST SERVICE,82B1,EROC INTERMOUNTAIN,WO,AG82B1D100076,4,0,AG0343C090004,02/12/2013,02/12/2013,10/23/2013,10/31/2013,,12C2,FOREST SERVICE,82B1,EROC INTERMOUNTAIN,C211,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING",541330,ENGINEERING SERVICES,"TAS::12 1102::TAS ""RECOVERY FUNDS"" 16R - SHOSHONE COUNTY ROADS PROJECTS - A&E CONSTRUCTION INSPECTION SERVICES - DJ&A",KOOTENAI,COEUR D ALENE,ID,01,838158124,UNITED STATES,,FULL AND OPEN COMPETITION,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,NO SET ASIDE USED.,FAIR OPPORTUNITY GIVEN,FIRM FIXED PRICE,DELIVERY ORDER,CLOSE OUT,071416903,"DJ&A, P.C.",3203 S RUSSELL ST,,MISSOULA,MONTANA,598018536,UNITED STATES,00,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,4,1,$0.00,$0.00,$0.00
