TAS Agency,TAS Major Program,TAS Sub Program,Department ID,Department Name,Contracting Agency ID,Contracting Agency Name,Contracting Office ID,Contracting Office Name,Contracting Office Region,PIID,Modification Number,Transaction Number,Referenced IDV PIID,Date Signed,Effective Date,Completion Date,Est. Ultimate Completion Date,Last Date to Order,Funding Agency ID,Funding Agency Name,Funding Office ID,Funding Office Name,Product or Service Code,Product or Service Description,NAICS Code,NAICS Description,Description of Requirement,Principal Place of Performance County Name,Principal Place of Performance Location Name,Principal Place of Performance State Code,Congressional District - Place of Performance,Principal Place of Performance Zip Code,Principal Place of Performance Country Name,Country of Origin,Extent Competed,Reason Not Competed,Solicitation Procedures,Type of Set Aside,Statutory Exceptions to Fair Opportunity,Type Of Contract Pricing,Award Type,Reason For Modification,DUNS Number,Vendor Name,Vendor Address Line 1,Vendor Address Line 2,Vendor Address City,Vendor Address State Name,Vendor Address Zip Code,Vendor Address Country Name,Vendor Congressional District,Is Vendor Business Type - 8(a) Firm,Is Vendor Business Type - 8a Joint Venture,Is Vendor Business Type - HUBZone Firm,Is Vendor Business Type - SDB Concern,Is Vendor Business Type - Self-Certifed Small Disadvantaged Business,Is Vendor Business Type - Veteran Owned,Is Vendor Business Type - Service Disabled Vet,Is Vendor Business Type - Women Owned,Is Vendor Business Type - Minority Owned Business,Is Vendor Business Type - Asian Indian,Is Vendor Business Type - Asian Pacific,Is Vendor Business Type - Black Owned,Is Vendor Business Type - Hispanic Owned,Is Vendor Business Type - Native American,Is Vendor Business Type - Other Minority Owned,Is Vendor Business Type - Alaskan Native Owned Corporation or Firm,Is Vendor Business Type - American Indian,Is Vendor Business Type - Indian Tribe,Is Vendor Business Type - Native Hawaiian Owned Organization or Firm,Is Vendor Business Type - Tribally Owned,Is Vendor Business Type - Emerging Small Business,Contracting Officer's Business Size Determination,Number Of Offers Received,Number of Actions,Action Obligation,Base and Exercised Options Value,Base and All Options Value
05,0108,,1500,"JUSTICE, DEPARTMENT OF",1501,"OFFICES, BOARDS AND DIVISIONS",USA54,U.S. ATTORNEYS OFFICE-NY(S),NO REGION IDENTIFIED,DJJ15XUSA540019,0,,,09/26/2014,10/01/2014,,,09/30/2015,1501,"OFFICES, BOARDS AND DIVISIONS",USA54,U.S. ATTORNEYS OFFICE-NY(S),R602,SUPPORT- ADMINISTRATIVE: COURIER/MESSENGER,492210,LOCAL MESSENGERS AND LOCAL DELIVERY,IGF::OT::IGF DELIVERY&COURIER SERVICES,,,,,,,N/A,,,,,,FIRM FIXED PRICE,BPA,,191974203,DELUXE DELIVERY SYSTEMS INC.,64 W 48TH ST 4TH FL,,NEW YORK,NEW YORK,100367009,UNITED STATES,10,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,0,1,$0.00,$0.00,$0.00
05,0108,,1500,"JUSTICE, DEPARTMENT OF",1501,"OFFICES, BOARDS AND DIVISIONS",USA54,U.S. ATTORNEYS OFFICE-NY(S),NO REGION IDENTIFIED,DJJ14FUSA540198,0,0,,06/11/2014,06/11/2014,06/30/2015,06/30/2015,,1501,"OFFICES, BOARDS AND DIVISIONS",USA54,U.S. ATTORNEYS OFFICE-NY(S),7110,OFFICE FURNITURE,337121,UPHOLSTERED HOUSEHOLD FURNITURE MANUFACTURING,FURNITURE,NEW YORK,NEW YORK,NY,12,101210001,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,076164771,"NATIONAL BUSINESS FURNITURE, LLC",735 N WATER ST STE 400,,MILWAUKEE,WISCONSIN,532024103,UNITED STATES,04,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"$2,794.71","$2,794.71","$2,794.71"
11,8242,,9700,DEPT OF DEFENSE,97AS,DEFENSE LOGISTICS AGENCY,SPRBL1,DLA LAND AT ABERDEEN,NO REGION IDENTIFIED,XP17,0,3,W15P7T08DB008,04/02/2014,04/02/2014,08/26/2015,08/26/2015,,2100,DEPT OF THE ARMY,W56RTN,W4GV USA HQ COMM ELECT CMD,5841,"RADAR EQUIPMENT, AIRBORNE",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",PURCHASE 36 EACH OF 5841-01-491-6915,BREVARD,MELBOURNE,FL,08,329349255,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,OTHER STATUTORY AUTHORITY,FIRM FIXED PRICE,DELIVERY ORDER,,096656368,"MNEMONICS, INC.",3900 DOW RD STE J,,MELBOURNE,FLORIDA,329349255,UNITED STATES,08,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,"$1,996,797.24","$1,996,797.24","$1,996,797.24"
11,8242,,9700,DEPT OF DEFENSE,97AS,DEFENSE LOGISTICS AGENCY,SPRBL1,DLA LAND AT ABERDEEN,NO REGION IDENTIFIED,XP18,0,3,W15P7T08DB008,04/08/2014,04/08/2014,06/03/2015,06/03/2015,,2100,DEPT OF THE ARMY,W56RTN,W4GV USA HQ COMM ELECT CMD,5841,"RADAR EQUIPMENT, AIRBORNE",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",PURCHASE 16 EACH (V) 1 SYSTEMS,BREVARD,MELBOURNE,FL,08,329349255,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,OTHER STATUTORY AUTHORITY,FIRM FIXED PRICE,DELIVERY ORDER,,096656368,"MNEMONICS, INC.",3900 DOW RD STE J,,MELBOURNE,FLORIDA,329349255,UNITED STATES,08,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,"$1,190,020.80","$1,190,020.80","$1,190,020.80"
11,8242,,9700,DEPT OF DEFENSE,97AS,DEFENSE LOGISTICS AGENCY,SPRBL1,DLA LAND AT ABERDEEN,NO REGION IDENTIFIED,XP20,0,3,W15P7T08DB008,04/08/2014,04/08/2014,08/26/2015,08/26/2015,,2100,DEPT OF THE ARMY,W56RTN,W4GV USA HQ COMM ELECT CMD,5841,"RADAR EQUIPMENT, AIRBORNE",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",PURCHASE 1 (V)4 SYSTEMS,BREVARD,MELBOURNE,FL,08,329349255,UNITED STATES,UNITED STATES,FULL AND OPEN COMPETITION AFTER EXCLUSION OF SOURCES,,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,SMALL BUSINESS SET ASIDE - TOTAL,OTHER STATUTORY AUTHORITY,FIRM FIXED PRICE,DELIVERY ORDER,,096656368,"MNEMONICS, INC.",3900 DOW RD STE J,,MELBOURNE,FLORIDA,329349255,UNITED STATES,08,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,"$55,466.59","$55,466.59","$55,466.59"
11,8242,,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N00189,NAVSUP FLT LOG CTR NORFOLK,NO REGION IDENTIFIED,N0018912DZ010,P00003,,,11/26/2013,11/26/2013,,,12/12/2014,1700,DEPT OF THE NAVY,N65916,NAVSUP WSS PHIL FMS (MPN),R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541614,"PROCESS, PHYSICAL DISTRIBUTION, AND LOGISTICS CONSULTING SERVICES",LOGISTIC AND MANAGEMENT SUPPORT SERVICES,,,,,,,N/A,FULL AND OPEN COMPETITION,,NEGOTIATED PROPOSAL/QUOTE,NO SET ASIDE USED.,,COST PLUS FIXED FEE,IDC,EXERCISE AN OPTION,805258373,"LOCKHEED MARTIN SERVICES, INC.",700 N FREDERICK AVE,,GAITHERSBURG,MARYLAND,208793328,UNITED STATES,06,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,2,1,$0.00,$0.00,$0.00
11,8242,,9700,DEPT OF DEFENSE,2100,DEPT OF THE ARMY,W15P7T,W6QK ACC-APG,NO REGION IDENTIFIED,0041,1,3,W15P7T09DD212,07/22/2014,07/22/2014,01/04/2014,01/04/2014,,2100,DEPT OF THE ARMY,W56RTN,W4GV USA HQ COMM ELECT CMD,5821,"RADIO AND TELEVISION COMMUNICATION EQUIPMENT, AIRBORNE",334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,THE PURPOSE OF THIS MODIFICATION IS TO TRANSFER PURCHASING OFFICE RESPONSIBILITIES FROM W15P7T (ACC-APG DIV B) TO W91CRB (ACC-APG DIV D).,SAN DIEGO,VISTA,CA,49,920818362,UNITED STATES,UNITED STATES,NOT AVAILABLE FOR COMPETITION,INTERNATIONAL AGREEMENT,ONLY ONE SOURCE,NO SET ASIDE USED.,,FIRM FIXED PRICE,DELIVERY ORDER,OTHER ADMINISTRATIVE ACTION,067619114,DATRON WORLD COMMUNICATIONS INC.,3030 ENTERPRISE CT,,VISTA,CALIFORNIA,920818362,UNITED STATES,49,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,$0.00,$0.00,$0.00
11,8242,,9700,DEPT OF DEFENSE,2100,DEPT OF THE ARMY,W31P4Q,W6QK ACC-RSA,NO REGION IDENTIFIED,W31P4Q10C0256,P00099,3,,01/23/2014,01/23/2014,02/12/2015,02/12/2015,,2100,DEPT OF THE ARMY,W80E6J,W6DV PEO M&S REDSTONE,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541330,ENGINEERING SERVICES,OPTION EXERCISED 1302BE,ORANGE,ORLANDO,FL,10,328198907,UNITED STATES,UNITED STATES,NOT COMPETED,ONLY ONE SOURCE - OTHER ,ONLY ONE SOURCE,NO SET ASIDE USED.,,COST PLUS FIXED FEE,DEFINITIVE CONTRACT,EXERCISE AN OPTION,837750223,LONGBOW LLC,5600 W SAND LAKE RD,,ORLANDO,FLORIDA,328198907,UNITED STATES,10,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"$121,088.80","$121,088.80","$121,088.80"
12,0600,,1200,"AGRICULTURE, DEPARTMENT OF",12D2,FARM SERVICE AGENCY,6244,CFSA,NO REGION IDENTIFIED,AG6244P140013,0,0,,10/01/2013,10/01/2013,09/30/2014,09/30/2014,,12D2,FARM SERVICE AGENCY,6244,CFSA,W070,LEASE OR RENTAL OF EQUIPMENT- ADP EQUIPMENT/SOFTWARE/SUPPLIES/SUPPORT EQUIPMENT,532420,OFFICE MACHINERY AND EQUIPMENT RENTAL AND LEASING,"IGF::OT::IGF
2014 STAMPS.COM -- LEASING 105 VIRTUAL POSTAGE METERS FOR KANSAS SERVICE CENTERS AND STATE OFFICE USAGE OCTOBER 1, 2013 THROUGH SEPTEMBER 20, 2014.
$25.18 PER LICENSE X 105 X 12 MONTHS",RILEY,MANHATTAN,KS,01,665032511,UNITED STATES,UNITED STATES,COMPETED UNDER SAP,,SIMPLIFIED ACQUISITION,NO SET ASIDE USED.,,FIRM FIXED PRICE,PURCHASE ORDER,,010521297,STAMPS.COM INC.,1990 E GRAND AVE,,EL SEGUNDO,CALIFORNIA,902455013,UNITED STATES,33,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SMALL BUSINESS,1,1,"$31,999.92","$31,999.92","$31,999.92"
12,1073,,1200,"AGRICULTURE, DEPARTMENT OF",12C3,NATURAL RESOURCES CONSERVATION SERVICE,5C16,KY STATE OFFICE (NRCS),SE,AG5C16D100039,4,0,AG5C165091,11/13/2013,11/13/2013,06/01/2012,06/01/2012,,12C3,NATURAL RESOURCES CONSERVATION SERVICE,5C16,KY STATE OFFICE (NRCS),C211,"ARCHITECT AND ENGINEERING- GENERAL: LANDSCAPING, INTERIOR LAYOUT, AND DESIGNING",541330,ENGINEERING SERVICES,FOX CREEK PROJECT,FLEMING,FLEMINGSBURG,KY,06,410417696,UNITED STATES,,FULL AND OPEN COMPETITION,,ARCHITECT-ENGINEER FAR 6.102,NO SET ASIDE USED.,,FIRM FIXED PRICE,DELIVERY ORDER,FUNDING ONLY ACTION,129138876,"SCHNABEL, INC.",1054 TECHNOLOGY PARK DR,,GLEN ALLEN,VIRGINIA,230594500,UNITED STATES,07,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,OTHER THAN SMALL BUSINESS,1,1,"-$69,106.66","-$69,106.66","-$69,106.66"
